year,end_mounth,subject,factor_1,delta_factor_1,per_mounth_factor_1,factor_2,delta_factor_2,per_mounth_factor_2,factor_3,delta_factor_3,per_mounth_factor_3,factor_4,delta_factor_4,per_mounth_factor_4,factor_5,delta_factor_5,per_mounth_factor_5,factor_6,delta_factor_6,per_mounth_factor_6,factor_7,delta_factor_7,per_mounth_factor_7,factor_8,delta_factor_8,per_mounth_factor_8,factor_9,delta_factor_9,per_mounth_factor_9,factor_10,delta_factor_10,per_mounth_factor_10,factor_11,delta_factor_11,per_mounth_factor_11,factor_12,delta_factor_12,per_mounth_factor_12,factor_13,delta_factor_13,per_mounth_factor_13,factor_14,delta_factor_14,per_mounth_factor_14,factor_15,delta_factor_15,per_mounth_factor_15,factor_16,delta_factor_16,per_mounth_factor_16,factor_17,delta_factor_17,per_mounth_factor_17,factor_18,delta_factor_18,per_mounth_factor_18
2021,3,Архангельская обл. (без а/о),157,59,59,18,2,2,198,69,69,8.333333333,-2.701149426999999,-2.701149426999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Архангельская обл. (без а/о),212,55,55,23,5,5,264,66,66,8.013937282,-0.319396051,-0.319396051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Архангельская обл. (без а/о),265,53,53,25,2,2,321,57,57,7.23,-0.7839372820000001,-0.7839372820000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Архангельская обл. (без а/о),367,102,102,36,11,11,458,137,137,7.287449393,0.05744939299999974,0.05744939299999974,,,,,,,,,,,,,,,,,,,282056,282056,56411.2,72825,72825,14565,7385,7385,1477,527,527,105.4,44415,44415,8883,7101,7101,1420.2,522,522,104.4,130111,130111,26022.2
2021,7,Архангельская обл. (без а/о),464,97,97,42,6,6,562,104,104,6.953642384,-0.33380700900000004,-0.33380700900000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Архангельская обл. (без а/о),540,76,76,55,13,13,656,94,94,7.735583685,0.7819413009999998,0.7819413009999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Архангельская обл. (без а/о),619,79,79,59,4,4,761,105,105,7.195121951,-0.540461734,-0.540461734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Архангельская обл. (без а/о),704,85,85,68,9,9,875,114,114,7.211028632,0.0159066809999997,0.0159066809999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Архангельская обл. (без а/о),775,71,71,79,11,11,956,81,81,7.632850242,0.4218216100000003,0.4218216100000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Архангельская обл. (без а/о),890,115,115,92,13,13,1113,157,157,7.634854772,0.0020045299999997823,0.0020045299999997823,8.497573573,8.497573573,0.7725066884545455,2.156915611,2.156915611,0.19608323736363636,476688,476688,43335.27272727273,345198,345198,31381.636363636364,44165,44165,4015,4543,4543,413,590800,308744,51457.333333333336,134404,61579,10263.166666666666,14057,6672,1112,1051,524,87.33333333333333,72012,27597,4599.5,13998,6897,1149.5,1043,521,86.83333333333333,205125,75014,12502.333333333334
2021,1,Ненецкий АО,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Ненецкий АО,3,3,3,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Ненецкий АО,6,3,3,1,1,0.5,7,2,2,12.5,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Ненецкий АО,7,1,1,2,1,1,7,0,0,22.22222222,9.722222219999999,9.722222219999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Ненецкий АО,8,1,1,2,0,0,8,1,1,20,-2.222222219999999,-2.222222219999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Ненецкий АО,11,3,3,2,0,0,11,3,3,15.38461538,-4.61538462,-4.61538462,,,,,,,,,,,,,,,,,,,10924,10924,2184.8,6595,6595,1319,19,19,3.8,13,13,2.6,6032,6032,1206.4,19,19,3.8,13,13,2.6,9913,9913,1982.6
2021,7,Ненецкий АО,10,-1,-1,2,0,0,10,-1,-1,16.66666667,1.2820512900000018,1.2820512900000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Ненецкий АО,17,7,7,3,1,1,18,8,8,14.28571429,-2.380952380000002,-2.380952380000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Ненецкий АО,19,2,2,3,0,0,20,2,2,13.04347826,-1.242236029999999,-1.242236029999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Ненецкий АО,20,1,1,3,0,0,21,1,1,12.5,-0.5434782600000005,-0.5434782600000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Ненецкий АО,20,0,0,3,0,0,21,0,0,12.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Ненецкий АО,22,2,2,3,0,0,23,2,2,11.53846154,-0.9615384599999999,-0.9615384599999999,6.758431143,6.758431143,0.6144028311818182,1.826039321,1.826039321,0.16600357463636364,17565,17565,1596.8181818181818,13423,13423,1220.2727272727273,2207,2207,200.63636363636363,264,264,24,18737,7813,1302.1666666666667,5865,-730,-121.66666666666667,32,13,2.1666666666666665,30,17,2.8333333333333335,5708,-324,-54,31,12,2,30,17,2.8333333333333335,17992,8079,1346.5
2021,1,Вологодская область,104,104,104,8,8,8,148,148,148,5.128205128,5.128205128,5.128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Вологодская область,199,95,95,14,6,6,275,127,127,4.844290657,-0.2839144710000001,-0.2839144710000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Вологодская область,280,81,81,25,11,11,394,119,119,5.966587112,1.1222964549999999,1.1222964549999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Вологодская область,362,82,82,29,4,4,489,95,95,5.598455598,-0.3681315139999999,-0.3681315139999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Вологодская область,476,114,114,38,9,9,633,144,144,5.66,0.061544402,0.061544402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Вологодская область,618,142,142,45,7,7,827,194,194,5.160550459,-0.4994495409999997,-0.4994495409999997,,,,,,,,,,,,,,,,,,,613807,613807,122761.4,97785,97785,19557,16539,16539,3307.8,1478,1478,295.6,59566,59566,11913.2,15539,15539,3107.8,1463,1463,292.6,242582,242582,48516.4
2021,7,Вологодская область,763,145,145,58,13,13,1045,218,218,5.258386219,0.09783575999999972,0.09783575999999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Вологодская область,876,113,113,68,10,10,1189,144,144,5.409705648,0.15131942899999995,0.15131942899999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Вологодская область,1003,127,127,80,12,12,1356,167,167,5.571030641,0.16132499300000003,0.16132499300000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Вологодская область,1122,119,119,92,12,12,1502,146,146,5.771643664,0.20061302299999983,0.20061302299999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Вологодская область,1231,109,109,96,4,4,1642,140,140,5.523590334,-0.2480533300000003,-0.2480533300000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Вологодская область,1340,109,109,109,13,13,1786,144,144,5.751978892,0.22838855800000069,0.22838855800000069,9.469680516,9.469680516,0.8608800469090909,2.092704907,2.092704907,0.19024590063636362,572465,572465,52042.27272727273,422081,422081,38371,57489,57489,5226.272727272727,4178,4178,379.8181818181818,1497607,883800,147300,191954,94169,15694.833333333334,30959,14420,2403.3333333333335,2879,1401,233.5,100486,40920,6820,28042,12503,2083.8333333333335,2836,1373,228.83333333333334,448105,205523,34253.833333333336
2021,1,Калининградская область,80,80,80,8,8,8,105,105,105,7.079646018,7.079646018,7.079646018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Калининградская область,137,57,57,13,5,5,172,67,67,7.027027027,-0.052618991000000115,-0.052618991000000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Калининградская область,203,66,66,24,11,11,245,73,73,8.921933086,1.8949060589999993,1.8949060589999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Калининградская область,274,71,71,33,9,9,317,72,72,9.428571429,0.5066383430000005,0.5066383430000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Калининградская область,339,65,65,35,2,2,387,70,70,8.29,-1.1385714290000006,-1.1385714290000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Калининградская область,406,67,67,42,7,7,495,108,108,7.82122905,-0.4687709499999988,-0.4687709499999988,,,,,,,,,,,,,,,,,,,496085,496085,99217,53925,53925,10785,5660,5660,1132,492,492,98.4,41540,41540,8308,5527,5527,1105.4,489,489,97.8,171401,171401,34280.2
2021,7,Калининградская область,496,90,90,50,8,8,598,103,103,7.716049383,-0.1051796670000007,-0.1051796670000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Калининградская область,559,63,63,54,4,4,671,73,73,7.448275862,-0.2677735209999996,-0.2677735209999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Калининградская область,667,108,108,67,13,13,786,115,115,7.854630715,0.40635485299999985,0.40635485299999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Калининградская область,765,98,98,79,12,12,897,111,111,8.094262295,0.23963158000000018,0.23963158000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Калининградская область,850,85,85,89,10,10,1000,103,103,8.172635445,0.07837314999999911,0.07837314999999911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Калининградская область,935,85,85,92,3,3,1094,94,94,7.757166948,-0.4154684969999991,-0.4154684969999991,9.031791908,9.031791908,0.8210719916363637,1.906573742,1.906573742,0.17332488563636364,511657,511657,46514.27272727273,438706,438706,39882.36363636364,33257,33257,3023.3636363636365,4810,4810,437.27272727272725,845326,349241,58206.833333333336,109438,55513,9252.166666666666,10497,4837,806.1666666666666,1280,788,131.33333333333334,78108,36568,6094.666666666667,9998,4471,745.1666666666666,1267,778,129.66666666666666,247434,76033,12672.166666666666
2021,1,ГУВД г.Санкт-Петерб. и Лен.обл,521,521,521,49,49,49,612,612,612,7.41301059,7.41301059,7.41301059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,ГУВД г.Санкт-Петерб. и Лен.обл,1009,488,488,87,38,38,1178,566,566,6.877470356,-0.535540234,-0.535540234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,ГУВД г.Санкт-Петерб. и Лен.обл,1556,547,547,121,34,34,1852,674,674,6.132792701,-0.7446776550000003,-0.7446776550000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,ГУВД г.Санкт-Петерб. и Лен.обл,2117,561,561,156,35,35,2490,638,638,5.89569161,-0.23710109099999954,-0.23710109099999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,ГУВД г.Санкт-Петерб. и Лен.обл,2692,575,575,192,36,36,3172,682,682,5.71,-0.18569161000000012,-0.18569161000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,ГУВД г.Санкт-Петерб. и Лен.обл,3389,697,697,252,60,60,4016,844,844,5.904404873,0.19440487299999987,0.19440487299999987,,,,,,,,,,,,,,,,,,,3023686,3023686,604737.2,345216,345216,69043.2,34356,34356,6871.2,2366,2366,473.2,255249,255249,51049.8,33890,33890,6778,2346,2346,469.2,1241299,1241299,248259.8
2021,7,ГУВД г.Санкт-Петерб. и Лен.обл,4103,714,714,319,67,67,4840,824,824,6.18336887,0.27896399699999996,0.27896399699999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,ГУВД г.Санкт-Петерб. и Лен.обл,4780,677,677,361,42,42,5638,798,798,6.017669612,-0.16569925800000007,-0.16569925800000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,ГУВД г.Санкт-Петерб. и Лен.обл,5449,669,669,417,56,56,6395,757,757,6.121550206,0.10388059400000049,0.10388059400000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,ГУВД г.Санкт-Петерб. и Лен.обл,6175,726,726,470,53,53,7212,817,817,6.118198386,-0.0033518199999997833,-0.0033518199999997833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,ГУВД г.Санкт-Петерб. и Лен.обл,6842,667,667,533,63,63,7992,780,780,6.252199413,0.13400102699999916,0.13400102699999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,ГУВД г.Санкт-Петерб. и Лен.обл,7404,562,562,572,39,39,8660,668,668,6.195840555,-0.0563588579999994,-0.0563588579999994,7.860324777,7.860324777,0.7145749797272727,1.95395298,1.95395298,0.17763208909090908,3147736,3147736,286157.8181818182,2431973,2431973,221088.45454545456,319250,319250,29022.727272727272,26934,26934,2448.5454545454545,9033346,6009660,1001610,637327,292111,48685.166666666664,58584,24228,4038,4111,1745,290.8333333333333,460476,205227,34204.5,57514,23624,3937.3333333333335,4071,1725,287.5,2215235,973936,162322.66666666666
2021,1,Ленинградская область,182,182,182,26,26,26,222,222,222,10.48387097,10.48387097,10.48387097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Ленинградская область,321,139,139,48,22,22,398,176,176,10.76233184,0.27846086999999997,0.27846086999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Ленинградская область,479,158,158,70,22,22,602,204,204,10.41666667,-0.3456651700000002,-0.3456651700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Ленинградская область,647,168,168,96,26,26,800,198,198,10.71428571,0.2976190400000007,0.2976190400000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Ленинградская область,813,166,166,121,25,25,1020,220,220,10.6,-0.11428571000000076,-0.11428571000000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Ленинградская область,1074,261,261,159,38,38,1354,334,334,10.50892267,-0.09107732999999918,-0.09107732999999918,,,,,,,,,,,,,,,,,,,1167607,1167607,233521.4,103095,103095,20619,7958,7958,1591.6,558,558,111.6,73189,73189,14637.8,7797,7797,1559.4,557,557,111.4,516364,516364,103272.8
2021,7,Ленинградская область,1330,256,256,211,52,52,1661,307,307,11.27136752,0.7624448499999996,0.7624448499999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Ленинградская область,1570,240,240,235,24,24,1980,319,319,10.60948081,-0.6618867099999992,-0.6618867099999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Ленинградская область,1780,210,210,272,37,37,2241,261,261,10.82371667,0.21423585999999872,0.21423585999999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Ленинградская область,1986,206,206,298,26,26,2468,227,227,10.7736804,-0.05003626999999966,-0.05003626999999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Ленинградская область,2205,219,219,346,48,48,2733,265,265,11.23741475,0.4637343499999993,0.4637343499999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Ленинградская область,2398,193,193,375,29,29,2979,246,246,11.18067979,-0.05673496,-0.05673496,19.81285046,19.81285046,1.8011682236363635,4.726898701,4.726898701,0.42971806372727267,861822,861822,78347.45454545454,631759,631759,57432.63636363636,82567,82567,7506.090909090909,6225,6225,565.9090909090909,2143208,975601,162600.16666666666,195637,92542,15423.666666666666,13712,5754,959,1050,492,82,136379,63190,10531.666666666666,13328,5531,921.8333333333334,1047,490,81.66666666666667,764303,247939,41323.166666666664
2021,1,г. Санкт-Петербург,339,339,339,23,23,23,390,390,390,5.569007264,5.569007264,5.569007264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,г. Санкт-Петербург,688,349,349,39,16,16,780,390,390,4.761904762,-0.8071025019999993,-0.8071025019999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,г. Санкт-Петербург,1077,389,389,51,12,12,1250,470,470,3.920061491,-0.8418432710000006,-0.8418432710000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,г. Санкт-Петербург,1470,393,393,60,9,9,1690,440,440,3.428571429,-0.491490062,-0.491490062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,г. Санкт-Петербург,1879,409,409,71,11,11,2152,462,462,3.19,-0.23857142899999983,-0.23857142899999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,г. Санкт-Петербург,2315,436,436,93,22,22,2662,510,510,3.375680581,0.18568058100000018,0.18568058100000018,,,,,,,,,,,,,,,,,,,1856079,1856079,371215.8,242121,242121,48424.2,26398,26398,5279.6,1808,1808,361.6,182060,182060,36412,26093,26093,5218.6,1789,1789,357.8,724935,724935,144987
2021,7,г. Санкт-Петербург,2773,458,458,108,15,15,3179,517,517,3.285670824,-0.09000975700000025,-0.09000975700000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,г. Санкт-Петербург,3210,437,437,126,18,18,3658,479,479,3.329809725,0.044138901000000175,0.044138901000000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,г. Санкт-Петербург,3669,459,459,145,19,19,4154,496,496,3.372877413,0.043067687999999826,0.043067687999999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,г. Санкт-Петербург,4189,520,520,172,27,27,4744,590,590,3.498779496,0.12590208300000016,0.12590208300000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,г. Санкт-Петербург,4637,448,448,187,15,15,5259,515,515,3.433712817,-0.06506667900000007,-0.06506667900000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,г. Санкт-Петербург,5006,369,369,197,10,10,5681,422,422,3.351480095,-0.08223272200000009,-0.08223272200000009,3.658757189,3.658757189,0.3326142899090909,0.923120033,0.923120033,0.083920003,2285914,2285914,207810.36363636365,1800214,1800214,163655.81818181818,236683,236683,21516.636363636364,20709,20709,1882.6363636363637,6890138,5034059,839009.8333333334,441690,199569,33261.5,44872,18474,3079,3061,1253,208.83333333333334,324097,142037,23672.833333333332,44186,18093,3015.5,3024,1235,205.83333333333334,1450932,725997,120999.5
2021,1,Мурманская область,59,59,59,6,6,6,78,78,78,7.142857143,7.142857143,7.142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Мурманская область,119,60,60,10,4,4,152,74,74,6.172839506,-0.9700176369999998,-0.9700176369999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Мурманская область,171,52,52,13,3,3,207,55,55,5.909090909,-0.2637485970000002,-0.2637485970000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Мурманская область,232,61,61,16,3,3,282,75,75,5.369127517,-0.5399633919999998,-0.5399633919999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Мурманская область,268,36,36,20,4,4,330,48,48,5.71,0.34087248300000006,0.34087248300000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Мурманская область,317,49,49,21,1,1,395,65,65,5.048076923,-0.661923077,-0.661923077,,,,,,,,,,,,,,,,,,,266775,266775,53355,48752,48752,9750.4,2157,2157,431.4,739,739,147.8,47809,47809,9561.8,2143,2143,428.6,739,739,147.8,265691,265691,53138.2
2021,7,Мурманская область,375,58,58,27,6,6,461,66,66,5.532786885,0.48470996200000016,0.48470996200000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Мурманская область,433,58,58,31,4,4,536,75,75,5.467372134,-0.06541475100000049,-0.06541475100000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Мурманская область,503,70,70,36,5,5,621,85,85,5.479452055,0.01207992100000066,0.01207992100000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Мурманская область,607,104,104,45,9,9,752,131,131,5.646173149,0.16672109399999968,0.16672109399999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Мурманская область,685,78,78,53,8,8,860,108,108,5.805038335,0.15886518599999988,0.15886518599999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Мурманская область,783,98,98,60,7,7,1025,165,165,5.529953917,-0.2750844179999996,-0.2750844179999996,8.187057899,8.187057899,0.7442779908181817,1.994959403,1.994959403,0.18135994572727274,329104,329104,29918.545454545456,273445,273445,24858.636363636364,18976,18976,1725.090909090909,3405,3405,309.54545454545456,548180,281405,46900.833333333336,94295,45543,7590.5,4475,2318,386.3333333333333,1336,597,99.5,92639,44830,7471.666666666667,4467,2324,387.3333333333333,1335,596,99.33333333333333,546254,280563,46760.5
2021,1,Новгородская область,52,52,52,2,2,2,63,63,63,3.076923077,3.076923077,3.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Новгородская область,108,56,56,6,4,4,137,74,74,4.195804196,1.118881119,1.118881119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Новгородская область,152,44,44,12,6,6,194,57,57,5.825242718,1.629438522,1.629438522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Новгородская область,195,43,43,19,7,7,248,54,54,7.116104869,1.2908621509999998,1.2908621509999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Новгородская область,273,78,78,32,13,13,343,95,95,8.53,1.4138951309999994,1.4138951309999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Новгородская область,362,89,89,39,7,7,460,117,117,7.815631263,-0.7143687369999991,-0.7143687369999991,,,,,,,,,,,,,,,,,,,228125,228125,45625,48393,48393,9678.6,1419,1419,283.8,18,18,3.6,46842,46842,9368.4,1419,1419,283.8,18,18,3.6,226366,226366,45273.2
2021,7,Новгородская область,448,86,86,49,10,10,563,103,103,8.006535948,0.19090468499999957,0.19090468499999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Новгородская область,532,84,84,56,7,7,671,108,108,7.702888583,-0.3036473649999998,-0.3036473649999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Новгородская область,590,58,58,58,2,2,742,71,71,7.25,-0.452888583,-0.452888583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Новгородская область,660,70,70,64,6,6,831,89,89,7.150837989,-0.09916201099999977,-0.09916201099999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Новгородская область,755,95,95,79,15,15,937,106,106,7.775590551,0.6247525619999994,0.6247525619999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,12,Новгородская область,840,85,85,87,8,8,1046,109,109,7.678729038,-0.09686151299999946,-0.09686151299999946,14.68565111,14.68565111,1.3350591918181818,3.333972025,3.333972025,0.3030883659090909,281503,281503,25591.18181818182,212448,212448,19313.454545454544,39952,39952,3632,3526,3526,320.54545454545456,501743,273618,45603,94875,46482,7747,3072,1653,275.5,40,22,3.6666666666666665,91146,44304,7384,3072,1653,275.5,40,22,3.6666666666666665,496975,270609,45101.5
2021,1,Псковская область,48,48,48,6,6,6,70,70,70,7.894736842,7.894736842,7.894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,Псковская область,76,28,28,10,4,4,110,40,40,8.333333333,0.4385964910000002,0.4385964910000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,Псковская область,118,42,42,16,6,6,160,50,50,9.090909091,0.7575757579999998,0.7575757579999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,Псковская область,158,40,40,23,7,7,210,50,50,9.871244635,0.7803355439999997,0.7803355439999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,Псковская область,228,70,70,31,8,8,297,87,87,9.45,-0.42124463500000076,-0.42124463500000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,Псковская область,292,64,64,39,8,8,390,93,93,9.090909091,-0.35909090899999896,-0.35909090899999896,,,,,,,,,,,,,,,,,,,319894,319894,63978.8,44935,44935,8987,4084,4084,816.8,83,83,16.6,36197,36197,7239.4,3951,3951,790.2,80,80,16,212322,212322,42464.4
2021,7,Псковская область,384,92,92,50,11,11,514,124,124,8.865248227,-0.22566086399999996,-0.22566086399999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,8,Псковская область,464,80,80,60,10,10,611,97,97,8.941877794,0.07662956699999945,0.07662956699999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,9,Псковская область,526,62,62,68,8,8,687,76,76,9.006622517,0.06474472300000045,0.06474472300000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,10,Псковская область,600,74,74,83,15,15,761,74,74,9.834123223,0.8275007060000004,0.8275007060000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,11,Псковская область,661,61,61,100,17,17,843,82,82,10.60445387,0.7703306469999998,0.7703306469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
